"SECONDS";"PID";"VALUE";"UNITS";
"36110.5575146";"Zündzeitpunkt";"19";"°";
"36110.9343013";"Abs. Drosselklappenstellung";"19.215686274509803";"%";
"36110.9343013";"Eingangsspannung Steuergerät";"14.14";"V";
"36110.9343013";"Gaspedalstellung D";"26.274509803921568";"%";
"36110.9343013";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-11.71875";"%";
"36110.9343013";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.915";"V";
"36110.9343013";"Motordrehzahl";"1780";"rpm";
"36110.9343013";"Motordrehzahl x1000";"1.8";"rpm";
"36110.9343013";"Zündzeitpunkt";"14";"°";
"36111.1161959";"Abs. Drosselklappenstellung";"19.607843137254903";"%";
"36111.1161959";"Eingangsspannung Steuergerät";"13.906";"V";
"36111.1161959";"Gaspedalstellung D";"27.84313725490196";"%";
"36111.1161959";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-11.71875";"%";
"36111.1161959";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.895";"V";
"36111.1161959";"Motordrehzahl";"1661";"rpm";
"36111.1161959";"Motordrehzahl x1000";"1.7";"rpm";
"36111.1161959";"Zündzeitpunkt";"9";"°";
"36111.3666212";"Abs. Drosselklappenstellung";"20.392156862745097";"%";
"36111.3666212";"Eingangsspannung Steuergerät";"14.296";"V";
"36111.3666212";"Gaspedalstellung D";"30.980392156862745";"%";
"36111.3666212";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-12.5";"%";
"36111.3666212";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.64";"V";
"36111.3666212";"Motordrehzahl";"1519";"rpm";
"36111.3666212";"Motordrehzahl x1000";"1.5";"rpm";
"36111.3666212";"Zündzeitpunkt";"5";"°";
"36111.7062682";"Abs. Drosselklappenstellung";"22.352941176470587";"%";
"36111.7062682";"Eingangsspannung Steuergerät";"14.14";"V";
"36111.7062682";"Gaspedalstellung D";"33.72549019607843";"%";
"36111.7062682";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36111.7062682";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.35000000000000003";"V";
"36111.7062682";"Motordrehzahl";"1724";"rpm";
"36111.7062682";"Motordrehzahl x1000";"1.7";"rpm";
"36111.7062682";"Zündzeitpunkt";"7";"°";
"36112.3295007";"Abs. Drosselklappenstellung";"25.88235294117647";"%";
"36112.3295007";"Eingangsspannung Steuergerät";"14.218";"V";
"36112.3295007";"Gaspedalstellung D";"37.254901960784316";"%";
"36112.3295007";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36112.3295007";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.935";"V";
"36112.3295007";"Motordrehzahl";"2547";"rpm";
"36112.3295007";"Motordrehzahl x1000";"2.5";"rpm";
"36112.3295007";"Zündzeitpunkt";"21";"°";
"36112.5857019";"Abs. Drosselklappenstellung";"29.019607843137255";"%";
"36112.5857019";"Eingangsspannung Steuergerät";"14.218";"V";
"36112.5857019";"Gaspedalstellung D";"42.35294117647059";"%";
"36112.5857019";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-0.78125";"%";
"36112.5857019";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.9550000000000001";"V";
"36112.5857019";"Motordrehzahl";"2668";"rpm";
"36112.5857019";"Motordrehzahl x1000";"2.7";"rpm";
"36112.5857019";"Zündzeitpunkt";"20";"°";
"36112.7493819";"Abs. Drosselklappenstellung";"32.94117647058823";"%";
"36112.7493819";"Eingangsspannung Steuergerät";"14.14";"V";
"36112.7493819";"Gaspedalstellung D";"45.88235294117647";"%";
"36112.7493819";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-0.78125";"%";
"36112.7493819";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.935";"V";
"36112.7493819";"Motordrehzahl";"2956";"rpm";
"36112.7493819";"Motordrehzahl x1000";"3";"rpm";
"36112.7493819";"Zündzeitpunkt";"20";"°";
"36112.9762158";"Abs. Drosselklappenstellung";"36.86274509803921";"%";
"36112.9762158";"Eingangsspannung Steuergerät";"14.218";"V";
"36112.9762158";"Gaspedalstellung D";"49.80392156862745";"%";
"36112.9762158";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36112.9762158";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.9550000000000001";"V";
"36112.9762158";"Motordrehzahl";"3316";"rpm";
"36112.9762158";"Motordrehzahl x1000";"3.3";"rpm";
"36112.9762158";"Zündzeitpunkt";"20";"°";
"36113.1266066";"Abs. Drosselklappenstellung";"37.64705882352941";"%";
"36113.1266066";"Eingangsspannung Steuergerät";"14.218";"V";
"36113.1266066";"Gaspedalstellung D";"48.627450980392155";"%";
"36113.1266066";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36113.1266066";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.975";"V";
"36113.1266066";"Motordrehzahl";"3717";"rpm";
"36113.1266066";"Motordrehzahl x1000";"3.7";"rpm";
"36113.1266066";"Zündzeitpunkt";"22";"°";
"36113.46945";"Abs. Drosselklappenstellung";"37.254901960784316";"%";
"36113.46945";"Eingangsspannung Steuergerät";"14.218";"V";
"36113.46945";"Gaspedalstellung D";"47.84313725490196";"%";
"36113.46945";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-0.78125";"%";
"36113.46945";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.9550000000000001";"V";
"36113.46945";"Motordrehzahl";"4050";"rpm";
"36113.46945";"Motordrehzahl x1000";"4";"rpm";
"36113.46945";"Zündzeitpunkt";"25";"°";
"36113.6849858";"Abs. Drosselklappenstellung";"35.294117647058826";"%";
"36113.6849858";"Eingangsspannung Steuergerät";"14.14";"V";
"36113.6849858";"Gaspedalstellung D";"56.86274509803921";"%";
"36113.6849858";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-1.5625";"%";
"36113.6849858";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.9550000000000001";"V";
"36113.6849858";"Motordrehzahl";"4655";"rpm";
"36113.6849858";"Motordrehzahl x1000";"4.7";"rpm";
"36113.6849858";"Zündzeitpunkt";"30";"°";
"36113.8772385";"Abs. Drosselklappenstellung";"37.64705882352941";"%";
"36113.8772385";"Eingangsspannung Steuergerät";"14.14";"V";
"36113.8772385";"Gaspedalstellung D";"66.27450980392157";"%";
"36113.8772385";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-1.5625";"%";
"36113.8772385";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.975";"V";
"36113.8772385";"Motordrehzahl";"4956";"rpm";
"36113.8772385";"Motordrehzahl x1000";"5";"rpm";
"36113.8772385";"Zündzeitpunkt";"29";"°";
"36114.0448326";"Abs. Drosselklappenstellung";"36.470588235294116";"%";
"36114.0448326";"Eingangsspannung Steuergerät";"14.218";"V";
"36114.0448326";"Gaspedalstellung D";"69.01960784313725";"%";
"36114.0448326";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-1.5625";"%";
"36114.0448326";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.975";"V";
"36114.0448326";"Motordrehzahl";"5233";"rpm";
"36114.0448326";"Motordrehzahl x1000";"5.2";"rpm";
"36114.0448326";"Zündzeitpunkt";"29";"°";
"36114.2976331";"Abs. Drosselklappenstellung";"36.07843137254902";"%";
"36114.2976331";"Eingangsspannung Steuergerät";"14.14";"V";
"36114.2976331";"Gaspedalstellung D";"69.01960784313725";"%";
"36114.2976331";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-1.5625";"%";
"36114.2976331";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.9550000000000001";"V";
"36114.2976331";"Motordrehzahl";"5456";"rpm";
"36114.2976331";"Motordrehzahl x1000";"5.5";"rpm";
"36114.2976331";"Zündzeitpunkt";"29";"°";
"36114.4981625";"Abs. Drosselklappenstellung";"36.07843137254902";"%";
"36114.4981625";"Eingangsspannung Steuergerät";"14.218";"V";
"36114.4981625";"Gaspedalstellung D";"69.01960784313725";"%";
"36114.4981625";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-2.34375";"%";
"36114.4981625";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.935";"V";
"36114.4981625";"Motordrehzahl";"5789";"rpm";
"36114.4981625";"Motordrehzahl x1000";"5.8";"rpm";
"36114.4981625";"Zündzeitpunkt";"30";"°";
"36114.8175572";"Abs. Drosselklappenstellung";"35.68627450980392";"%";
"36114.8175572";"Eingangsspannung Steuergerät";"14.218";"V";
"36114.8175572";"Gaspedalstellung D";"69.01960784313725";"%";
"36114.8175572";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36114.8175572";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.9550000000000001";"V";
"36114.8175572";"Motordrehzahl";"5814";"rpm";
"36114.8175572";"Motordrehzahl x1000";"5.8";"rpm";
"36114.8175572";"Zündzeitpunkt";"-13";"°";
"36115.0049502";"Abs. Drosselklappenstellung";"37.254901960784316";"%";
"36115.0049502";"Eingangsspannung Steuergerät";"14.218";"V";
"36115.0049502";"Gaspedalstellung D";"69.01960784313725";"%";
"36115.0049502";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36115.0049502";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.975";"V";
"36115.0049502";"Motordrehzahl";"4722";"rpm";
"36115.0049502";"Motordrehzahl x1000";"4.7";"rpm";
"36115.0049502";"Zündzeitpunkt";"29";"°";
"36115.1550449";"Abs. Drosselklappenstellung";"37.254901960784316";"%";
"36115.1550449";"Eingangsspannung Steuergerät";"14.218";"V";
"36115.1550449";"Gaspedalstellung D";"69.01960784313725";"%";
"36115.1550449";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-0.78125";"%";
"36115.1550449";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.975";"V";
"36115.1550449";"Motordrehzahl";"4990";"rpm";
"36115.1550449";"Motordrehzahl x1000";"5";"rpm";
"36115.1550449";"Zündzeitpunkt";"30";"°";
"36115.3434124";"Abs. Drosselklappenstellung";"36.86274509803921";"%";
"36115.3434124";"Eingangsspannung Steuergerät";"14.14";"V";
"36115.3434124";"Gaspedalstellung D";"66.66666666666667";"%";
"36115.3434124";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-0.78125";"%";
"36115.3434124";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.9550000000000001";"V";
"36115.3434124";"Motordrehzahl";"5139";"rpm";
"36115.3434124";"Motordrehzahl x1000";"5.1";"rpm";
"36115.3434124";"Zündzeitpunkt";"29";"°";
"36115.5258264";"Abs. Drosselklappenstellung";"35.294117647058826";"%";
"36115.5258264";"Eingangsspannung Steuergerät";"14.218";"V";
"36115.5258264";"Gaspedalstellung D";"61.568627450980394";"%";
"36115.5258264";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-1.5625";"%";
"36115.5258264";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.935";"V";
"36115.5258264";"Motordrehzahl";"5271";"rpm";
"36115.5258264";"Motordrehzahl x1000";"5.3";"rpm";
"36115.5258264";"Zündzeitpunkt";"30";"°";
"36115.7670368";"Abs. Drosselklappenstellung";"33.72549019607843";"%";
"36115.7670368";"Eingangsspannung Steuergerät";"14.218";"V";
"36115.7670368";"Gaspedalstellung D";"56.86274509803921";"%";
"36115.7670368";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-1.5625";"%";
"36115.7670368";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.935";"V";
"36115.7670368";"Motordrehzahl";"5357";"rpm";
"36115.7670368";"Motordrehzahl x1000";"5.4";"rpm";
"36115.7670368";"Zündzeitpunkt";"31";"°";
"36116.0860931";"Abs. Drosselklappenstellung";"14.901960784313726";"%";
"36116.0860931";"Eingangsspannung Steuergerät";"14.218";"V";
"36116.0860931";"Gaspedalstellung D";"12.549019607843137";"%";
"36116.0860931";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36116.0860931";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.935";"V";
"36116.0860931";"Motordrehzahl";"5059";"rpm";
"36116.0860931";"Motordrehzahl x1000";"5.1";"rpm";
"36116.0860931";"Zündzeitpunkt";"47";"°";
"36116.2709135";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"36116.2709135";"Eingangsspannung Steuergerät";"14.218";"V";
"36116.2709135";"Gaspedalstellung D";"12.549019607843137";"%";
"36116.2709135";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36116.2709135";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.095";"V";
"36116.2709135";"Motordrehzahl";"5206";"rpm";
"36116.2709135";"Motordrehzahl x1000";"5.2";"rpm";
"36116.2709135";"Zündzeitpunkt";"47";"°";
"36116.4691893";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"36116.4691893";"Eingangsspannung Steuergerät";"14.218";"V";
"36116.4691893";"Gaspedalstellung D";"12.549019607843137";"%";
"36116.4691893";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36116.4691893";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.015";"V";
"36116.4691893";"Motordrehzahl";"5086";"rpm";
"36116.4691893";"Motordrehzahl x1000";"5.1";"rpm";
"36116.4691893";"Zündzeitpunkt";"47";"°";
"36116.638536";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"36116.638536";"Eingangsspannung Steuergerät";"14.218";"V";
"36116.638536";"Gaspedalstellung D";"12.549019607843137";"%";
"36116.638536";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36116.638536";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.015";"V";
"36116.638536";"Motordrehzahl";"4969";"rpm";
"36116.638536";"Motordrehzahl x1000";"5";"rpm";
"36116.638536";"Zündzeitpunkt";"47";"°";
"36116.8448011";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"36116.8448011";"Eingangsspannung Steuergerät";"14.218";"V";
"36116.8448011";"Gaspedalstellung D";"12.549019607843137";"%";
"36116.8448011";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36116.8448011";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"36116.8448011";"Motordrehzahl";"4812";"rpm";
"36116.8448011";"Motordrehzahl x1000";"4.8";"rpm";
"36116.8448011";"Zündzeitpunkt";"47";"°";
"36117.2977533";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"36117.2977533";"Eingangsspannung Steuergerät";"14.218";"V";
"36117.2977533";"Gaspedalstellung D";"12.549019607843137";"%";
"36117.2977533";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36117.2977533";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"36117.2977533";"Motordrehzahl";"4662";"rpm";
"36117.2977533";"Motordrehzahl x1000";"4.7";"rpm";
"36117.2977533";"Zündzeitpunkt";"46";"°";
"36117.5696919";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"36117.5696919";"Eingangsspannung Steuergerät";"14.218";"V";
"36117.5696919";"Gaspedalstellung D";"12.549019607843137";"%";
"36117.5696919";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36117.5696919";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"36117.5696919";"Motordrehzahl";"4353";"rpm";
"36117.5696919";"Motordrehzahl x1000";"4.4";"rpm";
"36117.5696919";"Zündzeitpunkt";"45";"°";
"36117.7263668";"Abs. Drosselklappenstellung";"14.509803921568627";"%";
"36117.7263668";"Eingangsspannung Steuergerät";"14.218";"V";
"36117.7263668";"Gaspedalstellung D";"14.117647058823529";"%";
"36117.7263668";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36117.7263668";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"36117.7263668";"Motordrehzahl";"4204";"rpm";
"36117.7263668";"Motordrehzahl x1000";"4.2";"rpm";
"36117.7263668";"Zündzeitpunkt";"36";"°";
"36117.8861286";"Abs. Drosselklappenstellung";"17.254901960784313";"%";
"36117.8861286";"Eingangsspannung Steuergerät";"14.218";"V";
"36117.8861286";"Gaspedalstellung D";"20";"%";
"36117.8861286";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36117.8861286";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"36117.8861286";"Motordrehzahl";"4152";"rpm";
"36117.8861286";"Motordrehzahl x1000";"4.2";"rpm";
"36117.8861286";"Zündzeitpunkt";"36";"°";
"36118.0777814";"Abs. Drosselklappenstellung";"18.823529411764707";"%";
"36118.0777814";"Eingangsspannung Steuergerät";"14.218";"V";
"36118.0777814";"Gaspedalstellung D";"20.784313725490197";"%";
"36118.0777814";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36118.0777814";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.78";"V";
"36118.0777814";"Motordrehzahl";"4072";"rpm";
"36118.0777814";"Motordrehzahl x1000";"4.1";"rpm";
"36118.0777814";"Zündzeitpunkt";"46";"°";
"36118.2546746";"Abs. Drosselklappenstellung";"18.823529411764707";"%";
"36118.2546746";"Eingangsspannung Steuergerät";"14.218";"V";
"36118.2546746";"Gaspedalstellung D";"20.392156862745097";"%";
"36118.2546746";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36118.2546746";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.855";"V";
"36118.2546746";"Motordrehzahl";"4126";"rpm";
"36118.2546746";"Motordrehzahl x1000";"4.1";"rpm";
"36118.2546746";"Zündzeitpunkt";"47";"°";
"36118.7177916";"Abs. Drosselklappenstellung";"18.823529411764707";"%";
"36118.7177916";"Eingangsspannung Steuergerät";"14.218";"V";
"36118.7177916";"Gaspedalstellung D";"20.392156862745097";"%";
"36118.7177916";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36118.7177916";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.875";"V";
"36118.7177916";"Motordrehzahl";"4150";"rpm";
"36118.7177916";"Motordrehzahl x1000";"4.2";"rpm";
"36118.7177916";"Zündzeitpunkt";"46";"°";
"36118.8986075";"Abs. Drosselklappenstellung";"18.823529411764707";"%";
"36118.8986075";"Eingangsspannung Steuergerät";"14.218";"V";
"36118.8986075";"Gaspedalstellung D";"19.215686274509803";"%";
"36118.8986075";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-0.78125";"%";
"36118.8986075";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.875";"V";
"36118.8986075";"Motordrehzahl";"4194";"rpm";
"36118.8986075";"Motordrehzahl x1000";"4.2";"rpm";
"36118.8986075";"Zündzeitpunkt";"46";"°";
"36119.0808492";"Abs. Drosselklappenstellung";"17.647058823529413";"%";
"36119.0808492";"Eingangsspannung Steuergerät";"14.218";"V";
"36119.0808492";"Gaspedalstellung D";"18.03921568627451";"%";
"36119.0808492";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-0.78125";"%";
"36119.0808492";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.895";"V";
"36119.0808492";"Motordrehzahl";"4199";"rpm";
"36119.0808492";"Motordrehzahl x1000";"4.2";"rpm";
"36119.0808492";"Zündzeitpunkt";"45";"°";
"36119.2978292";"Abs. Drosselklappenstellung";"17.647058823529413";"%";
"36119.2978292";"Eingangsspannung Steuergerät";"14.218";"V";
"36119.2978292";"Gaspedalstellung D";"17.647058823529413";"%";
"36119.2978292";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-0.78125";"%";
"36119.2978292";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.8";"V";
"36119.2978292";"Motordrehzahl";"4206";"rpm";
"36119.2978292";"Motordrehzahl x1000";"4.2";"rpm";
"36119.2978292";"Zündzeitpunkt";"45";"°";
"36119.4526428";"Abs. Drosselklappenstellung";"16.470588235294116";"%";
"36119.4526428";"Eingangsspannung Steuergerät";"14.218";"V";
"36119.4526428";"Gaspedalstellung D";"16.862745098039216";"%";
"36119.4526428";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-1.5625";"%";
"36119.4526428";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.915";"V";
"36119.4526428";"Motordrehzahl";"4159";"rpm";
"36119.4526428";"Motordrehzahl x1000";"4.2";"rpm";
"36119.4526428";"Zündzeitpunkt";"44";"°";
"36119.6300787";"Abs. Drosselklappenstellung";"16.470588235294116";"%";
"36119.6300787";"Eingangsspannung Steuergerät";"14.218";"V";
"36119.6300787";"Gaspedalstellung D";"15.686274509803921";"%";
"36119.6300787";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-1.5625";"%";
"36119.6300787";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.8";"V";
"36119.6300787";"Motordrehzahl";"4136";"rpm";
"36119.6300787";"Motordrehzahl x1000";"4.1";"rpm";
"36119.6300787";"Zündzeitpunkt";"44";"°";
"36119.9773705";"Abs. Drosselklappenstellung";"16.470588235294116";"%";
"36119.9773705";"Eingangsspannung Steuergerät";"14.218";"V";
"36119.9773705";"Gaspedalstellung D";"18.431372549019606";"%";
"36119.9773705";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-1.5625";"%";
"36119.9773705";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.835";"V";
"36119.9773705";"Motordrehzahl";"3880";"rpm";
"36119.9773705";"Motordrehzahl x1000";"3.9";"rpm";
"36119.9773705";"Zündzeitpunkt";"41";"°";
"36120.1693391";"Abs. Drosselklappenstellung";"19.215686274509803";"%";
"36120.1693391";"Eingangsspannung Steuergerät";"14.218";"V";
"36120.1693391";"Gaspedalstellung D";"22.745098039215687";"%";
"36120.1693391";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-0.78125";"%";
"36120.1693391";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.135";"V";
"36120.1693391";"Motordrehzahl";"4085";"rpm";
"36120.1693391";"Motordrehzahl x1000";"4.1";"rpm";
"36120.1693391";"Zündzeitpunkt";"47";"°";
"36120.3428166";"Abs. Drosselklappenstellung";"23.137254901960784";"%";
"36120.3428166";"Eingangsspannung Steuergerät";"14.218";"V";
"36120.3428166";"Gaspedalstellung D";"29.80392156862745";"%";
"36120.3428166";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-1.5625";"%";
"36120.3428166";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.855";"V";
"36120.3428166";"Motordrehzahl";"4013";"rpm";
"36120.3428166";"Motordrehzahl x1000";"4";"rpm";
"36120.3428166";"Zündzeitpunkt";"39";"°";
"36120.5101484";"Abs. Drosselklappenstellung";"28.235294117647058";"%";
"36120.5101484";"Eingangsspannung Steuergerät";"14.218";"V";
"36120.5101484";"Gaspedalstellung D";"38.431372549019606";"%";
"36120.5101484";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-2.34375";"%";
"36120.5101484";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.8200000000000001";"V";
"36120.5101484";"Motordrehzahl";"4087";"rpm";
"36120.5101484";"Motordrehzahl x1000";"4.1";"rpm";
"36120.5101484";"Zündzeitpunkt";"31";"°";
"36120.6914705";"Abs. Drosselklappenstellung";"32.549019607843135";"%";
"36120.6914705";"Eingangsspannung Steuergerät";"14.218";"V";
"36120.6914705";"Gaspedalstellung D";"46.666666666666664";"%";
"36120.6914705";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-2.34375";"%";
